SL-0300	GO:0001726	ruffle	ruffle|membrane ruffle
SL-0301	GO:0032587	ruffle membrane	ruffle membrane|membrane ruffle
SL-0238	GO:0042383	sarcolemma	sarcolemma
SL-0313	GO:0030017	sarcomere	sarcomere
SL-0311	GO:0014701	sarcoplasm	junctional sarcoplasmic reticulum membrane
SL-0239	GO:0014701	sarcoplasmic reticulum	junctional sarcoplasmic reticulum membrane
SL-0240	GO:0014803	sarcoplasmic reticulum lumen	longitudinal sarcoplasmic reticulum lumen
SL-0241	GO:0014701	sarcoplasmic reticulum membrane	junctional sarcoplasmic reticulum membrane
SL-0242	GO:0009531	secondary cell wall	secondary cell wall
SL-0244	GO:0005803	secretory vesicle	obsolete secretory vesicle|secretory vesicle|transition vesicle
SL-0245	GO:0005804	secretory vesicle membrane	obsolete secretory vesicle membrane|secretory vesicle membrane
SL-0246	GO:0005918	septate junction	septate junction|septate desmosome
SL-0262	GO:0030115	s-layer	s-layer
SL-0247	GO:0030114	slime layer	slime layer
SL-0248	GO:0005790	smooth endoplasmic reticulum	smooth endoplasmic reticulum|ser|smooth er
SL-0249	GO:0048238	smooth endoplasmic reticulum lumen	smooth endoplasmic reticulum lumen|ser lumen|smooth er lumen
SL-0250	GO:0030868	smooth endoplasmic reticulum membrane	smooth endoplasmic reticulum membrane|ser membrane|smooth er membrane
SL-0251	GO:0000922	spindle	spindle pole
SL-0448	GO:0000922	spindle pole	spindle pole
SL-0252	GO:0000928	spindle pole body	gamma-tubulin small complex, spindle pole body|tub4 complex
SL-0530	GO:0097444	spine apparatus	spine apparatus|dense material
SL-0366	GO:0031160	spore coat	spore wall|spore coat
SL-0253	GO:0070477	spore core	endospore core
SL-0364	GO:0043595	spore cortex	endospore cortex
SL-0254	GO:0005619	spore wall	ascospore wall|fungal-type spore wall
SL-0302	GO:0032420	stereocilium	stereocilium
SL-0303	GO:0060171	stereocilium membrane	stereocilium membrane
SL-0501	GO:0001725	stress fiber	stress fiber|actin cable|stress fibre
SL-0496	GO:0010494	stress granule	cytoplasmic stress granule|cytoplasmic mrnp granule|stress granule
SL-9917	GO:0035451	stromal side	extrinsic component of stromal side of plastid thylakoid membrane|extrinsic to stromal leaflet of plastid thylakoid membrane|extrinsic to stromal side of plastid thylakoid membrane|peripheral to stromal side of plastid thylakoid membrane
SL-0256	GO:0043658	symbiosome	host symbiosome
SL-0257	GO:0055044	symplast	symplast
SL-0258	GO:0001772	synapse	immunological synapse|c-smac|supramolecular activation cluster
SL-0517	GO:0043083	synaptic cleft	synaptic cleft
SL-0259	GO:0008021	synaptic vesicle	synaptic vesicle|docked vesicle
SL-0348	GO:0034592	synaptic vesicle lumen	synaptic vesicle lumen
SL-0260	GO:0030285	synaptic vesicle membrane	integral component of synaptic vesicle membrane|integral to synaptic vesicle membrane
SL-0261	GO:0019717	synaptosome	obsolete synaptosome|synaptosome
SL-0263	GO:0019033	tegument	viral tegument
SL-0276	GO:0000781	telomere	chromosome, telomeric region|telomere
SL-0450	GO:0009503	thylakoid	thylakoid light-harvesting complex
SL-0265	GO:0005923	tight junction	bicellular tight junction|zonula occludens
SL-0266	GO:0005802	trans-golgi network	trans-golgi network|golgi trans face|golgi trans-face|late golgi|maturing face|tgn|trans face|trans golgi network
SL-0267	GO:0032588	trans-golgi network membrane	trans-golgi network membrane|golgi trans face membrane|trans golgi network membrane
SL-0268	GO:0055039	trichocyst	trichocyst
SL-0505	GO:0030315	t-tubule	t-tubule|transverse tubule|triad
SL-0141	GO:0001931	uropodium	uropod|distal pole complex|retractile pole|uropodium
SL-0272	GO:0000322	vacuole	storage vacuole
SL-0270	GO:0000328	vacuole lumen	fungal-type vacuole lumen|lumen of vacuole with cell cycle-correlated morphology
SL-0271	GO:0000329	vacuole membrane	fungal-type vacuole membrane|fungal-type vacuolar membrane|membrane of vacuole with cell cycle-correlated morphology
SL-0498	GO:0001669	vesicle	acrosomal vesicle|acrosomal granule|acrosome
SL-0274	GO:0019012	virion	virion|complete virus particle
SL-0275	GO:0055036	virion membrane	virion membrane
SL-0314	GO:0030018	z line	z disc|z band|z disk|z line
