HGNC ID	Approved symbol	Previous symbols	Alias symbols
HGNC:1595	CCNI		CCNI1
HGNC:33869	CCNI2		FLJ16793
HGNC:23434	CCNJ		FLJ10895, bA690P14.1
HGNC:25876	CCNJL		FLJ14166
HGNC:22512	CCNJP1	CCNJP	
HGNC:37997	CCNJP2		
HGNC:1596	CCNK		CPR4
HGNC:20569	CCNL1		ania-6a
HGNC:20570	CCNL2	CCNM	ania-6b, PCEE, SB138, HLA-ISO, CCNS
HGNC:50855	CCNL2P1		
HGNC:18576	CCNO	CCNU	UDG2, FLJ22422, UNG2
HGNC:25805	CCNP	CNTD2	FLJ13265
HGNC:28434	CCNQ	FAM58A	CycM
HGNC:27373	CCNQP1	FAM58B, FAM58BP	
HGNC:38436	CCNQP2	FAM58AP1, FAM58CP	FAM58Y
HGNC:42022	CCNQP3	FAM58DP	
HGNC:1599	CCNT1	HIVE1	CCNT, CYCT1
HGNC:1600	CCNT2		
HGNC:40130	CCNT2-AS1		
HGNC:39178	CCNT2P1		
HGNC:23354	CCNY	C10orf9	CFP1, CBCP1
HGNC:26868	CCNYL1		FLJ40432
HGNC:23495	CCNYL2	C10orf21	bA178A10.2, CCNYL2P
HGNC:33206	CCNYL3		
HGNC:54655	CCNYL4		
HGNC:54656	CCNYL5		
HGNC:54657	CCNYL6		
HGNC:54659	CCNYL7		
HGNC:24342	CCP110		KIAA0419, CP110
HGNC:24227	CCPG1		KIAA1254, CPR8
HGNC:1602	CCR1	SCYAR1, CMKBR1	CKR-1, MIP1aR, CD191
HGNC:1603	CCR2	CMKBR2	CC-CKR-2, CKR2, MCP-1-R, CD192, FLJ78302
HGNC:1604	CCR3	CMKBR3	CC-CKR-3, CKR3, CD193
HGNC:1605	CCR4		CC-CKR-4, CMKBR4, CKR4, k5-5, ChemR13, CD194
HGNC:1606	CCR5	CMKBR5	CKR-5, CC-CKR-5, CKR5, CD195, IDDM22
HGNC:54398	CCR5AS		
HGNC:1607	CCR6	STRL22	CKR-L3, GPR-CY4, CMKBR6, GPR29, DRY-6, DCR2, BN-1, CD196
HGNC:1608	CCR7	CMKBR7, EBI1	BLR2, CDw197, CD197
HGNC:1609	CCR8	CMKBRL2, CMKBR8	CY6, TER1, CKR-L1, GPR-CY6, CDw198
HGNC:1610	CCR9	GPR28	GPR-9-6, CDw199
HGNC:4474	CCR10	GPR2	
HGNC:39812	CCR12P	GPR183P1	
HGNC:1612	CCRL2		HCR, CRAM-B, CKRX, CRAM-A, ACKR5
HGNC:1613	CCS		
HGNC:29578	CCSAP	C1orf96	FLJ41471, CSAP
HGNC:29349	CCSER1	FAM190A	KIAA1680
HGNC:29197	CCSER2	KIAA1128, FAM190B	
HGNC:1615	CCT2		Cctb
HGNC:1616	CCT3	TRIC5	Cctg
HGNC:35129	CCT3P1		
HGNC:1617	CCT4		Cctd
HGNC:35151	CCT4P1		
HGNC:35141	CCT4P2		
HGNC:1618	CCT5		KIAA0098
HGNC:35135	CCT5P1		
HGNC:35139	CCT5P2		
HGNC:1620	CCT6A	CCT6	TTCP20, TCPZ, Cctz, HTR3, TCP20
HGNC:1621	CCT6B		Cctz2, TSA303
HGNC:33094	CCT6P1	CCT6AP1	
HGNC:35150	CCT6P2		
HGNC:35137	CCT6P3		
HGNC:35148	CCT6P4		
HGNC:38608	CCT6P5		CCT6-2P
HGNC:1622	CCT7		Ccth, Nip7-1
HGNC:35149	CCT7P1		
HGNC:35134	CCT7P2		
HGNC:1623	CCT8	C21orf112	Cctq, PRED71
HGNC:32153	CCT8L1P	CCT8L1	
HGNC:15553	CCT8L2		CESK1
HGNC:35144	CCT8P1		
HGNC:21691	CCZ1	C7orf28A	CGI-43, CCZ1A
HGNC:21717	CCZ1B	C7orf28B	DKFZP586I1023, H_NH0577018.2, MGC19819
HGNC:1634	CD1A	CD1	
HGNC:1635	CD1B	CD1	
HGNC:1636	CD1C	CD1	
HGNC:1637	CD1D		
HGNC:1638	CD1E		
HGNC:1639	CD2	SRBC	
HGNC:14258	CD2AP		CMS
HGNC:1656	CD2BP2		LIN1, Snu40, PPP1R59, U5-52K
HGNC:53029	CD2BP2-DT		
HGNC:1673	CD3D	T3D	
HGNC:1674	CD3E		
HGNC:1675	CD3G		
HGNC:1678	CD4		
HGNC:1685	CD5	LEU1	T1
HGNC:1690	CD5L	API6	Spalpha
HGNC:1691	CD6		Tp120
HGNC:1695	CD7		GP40, LEU-9, TP41, Tp40
HGNC:1706	CD8A	CD8	
HGNC:1707	CD8B	CD8B1	
HGNC:1708	CD8B2	CD8BP	
HGNC:1709	CD9	MIC3	BA2, P24, TSPAN29, MRP-1
HGNC:1628	CD14		
HGNC:1633	CD19		
HGNC:1643	CD22		SIGLEC-2, SIGLEC2
HGNC:1645	CD24		CD24A
HGNC:1646	CD24P1	CD24L1	
HGNC:1647	CD24P2	CD24L2	
HGNC:1648	CD24P3	CD24L3	
HGNC:1649	CD24P4	CD24L4	
HGNC:11922	CD27	TNFRSF7	S152, Tp55
HGNC:43896	CD27-AS1		
HGNC:1653	CD28		
HGNC:1659	CD33		SIGLEC3, SIGLEC-3, p67, FLJ00391
HGNC:1662	CD34		
HGNC:1663	CD36		SCARB3, GPIV, FAT, GP4, GP3B
HGNC:1666	CD37		TSPAN26
HGNC:1667	CD38		
HGNC:11919	CD40	TNFRSF5	p50, Bp50
HGNC:11935	CD40LG	HIGM1, IMD3, TNFSF5	CD40L, TRAP, gp39, hCD40L, CD154
HGNC:1681	CD44	MIC4, MDU2, MDU3	IN, MC56, Pgp1, CD44R, HCELL, CSPG8
HGNC:40133	CD44-AS1		RP1-68D18.4
HGNC:6953	CD46	MIC10, MCP	TRA2.10, MGC26544, TLX
HGNC:6959	CD46P1	MCPL, CD46P	
HGNC:1682	CD47	MER6	IAP, OA3
HGNC:1683	CD48	BCM1	BLAST, mCD48, hCD48, SLAMF2
HGNC:1804	CD52	CDW52	HE5, EDDM5
HGNC:1686	CD53	MOX44	TSPAN25
HGNC:2665	CD55	DAF	CR, TC, CROM
HGNC:1688	CD58	LFA3	
HGNC:1689	CD59	MIC11, MIN1, MSK21, MIN2, MIN3	16.3A5, EJ16, EJ30, EL32, G344, p18-20
HGNC:1692	CD63	MLA1	ME491, TSPAN30
HGNC:1693	CD68		SCARD1, macrosialin, GP110, DKFZp686M18236, LAMP4
HGNC:1694	CD69		CLEC2C
HGNC:11937	CD70	CD27LG, TNFSF7	CD27L
HGNC:1696	CD72		LYB2, CD72b
HGNC:1697	CD74	DHLAG	
HGNC:1698	CD79A	IGA	MB-1
HGNC:1699	CD79B	IGB	B29
HGNC:1700	CD80	CD28LG, CD28LG1	B7.1, B7-1
HGNC:1701	CD81	TAPA1	TAPA-1, TSPAN28
HGNC:49384	CD81-AS1		
HGNC:6210	CD82	ST6, KAI1	R2, IA4, TSPAN27
HGNC:1703	CD83		HB15, BL11
HGNC:13946	CD83P1	CD83P	HB15p, b34I8.3
HGNC:1704	CD84		SLAMF5, hCD84, mCD84
HGNC:1705	CD86	CD28LG2	B7.2, B7-2
HGNC:15855	CD93	MXRA4, C1QR1	C1qRP, C1qR(P), dJ737E23.1, CDw93, ECSM3
HGNC:16892	CD96		TACTILE
HGNC:7082	CD99	MIC2	
HGNC:18237	CD99L2	MIC2L1	CD99B
HGNC:7083	CD99P1	MIC2R, NCRNA00103, CXYorf12, CD99L1	
HGNC:5949	CD101	IGSF2	V7
HGNC:21685	CD109		FLJ38569, DKFZp762L1111, CPAMD7
HGNC:1630	CD151		SFA-1, PETA-3, TSPAN24, RAPH
HGNC:17013	CD160		BY55, NK1, NK28
HGNC:1631	CD163		M130, MM130, SCARI1
HGNC:30375	CD163L1		M160, CD163B, SCARI2, WC1
HGNC:1632	CD164		MUC-24, MGC-24, DFNA66
HGNC:32043	CD164L2		
HGNC:30072	CD177		PRV1, HNA2A, NB1
HGNC:34508	CD177P1	CD177P	
HGNC:6726	CD180	LY64	RP105, Ly78
HGNC:7203	CD200	MOX1, MOX2	MRC, OX-2
HGNC:24235	CD200R1	MOX2R	OX2R, HCRTR2, CD200R
HGNC:24665	CD200R1L		CD200RLa, CD200R2
HGNC:54071	CD200R1L-AS1		
HGNC:17935	CD207		Langerin, CLEC4K
HGNC:1641	CD209		DC-SIGN, CDSIGN, DC-SIGN1, CLEC4L
HGNC:16961	CD226		DNAM-1, DNAM1, PTA1, TLiSA1
HGNC:18171	CD244		2B4, NAIL, NKR2B4, Nmrk, SLAMF4
HGNC:1677	CD247	CD3Z	CD3H, CD3Q
HGNC:18219	CD248	CD164L1	TEM1
HGNC:17635	CD274	PDCD1LG1	B7-H, B7H1, PD-L1, PDL1, B7-H1
HGNC:19137	CD276		B7-H3, B7H3, B7RP-2
HGNC:19319	CD300A		Irp60, CMRF35H, CMRF-35-H9, IRC1, IRC2, IGSF12
HGNC:19320	CD300C		CMRF35, LIR, CMRF-35A, CMRF35A, IGSF16
HGNC:28874	CD300E	CD300LE	IREM2, CLM2
HGNC:52292	CD300H		
HGNC:30811	CD300LB		TREM5, CLM7
HGNC:16848	CD300LD		CMRF35A4, CD300D
HGNC:29883	CD300LF		IREM1, NKIR, IGSF13, CD300f, CLM1
HGNC:30455	CD300LG		Trem4, CLM9
HGNC:30843	CD302		DCL-1, KIAA0022, BIMLEC, CLEC13A
HGNC:16692	CD320		8D6, 8D6A
HGNC:1712	CDA		CDD
HGNC:20299	CDADC1		NYD-SP15
HGNC:1713	CDAN1		CDA-I, CDAI
HGNC:1743	CDC5L		PCDC5RP, hCDC5, CEF1, CDC5
HGNC:1744	CDC6	CDC18L	
HGNC:1745	CDC7	CDC7L1	Hsk1, huCdc7, HsCdc7
HGNC:1718	CDC14A	DFNB32	Cdc14A1, Cdc14A2, cdc14, DFNB105
HGNC:1719	CDC14B		Cdc14B1, Cdc14B2, CDC14B3, hCDC14B
HGNC:22427	CDC14C		MGC26484, CDC14B2, CDC14Bretro, CDC14CP
HGNC:1720	CDC16		APC6, ANAPC6, CUT9
HGNC:1723	CDC20		p55CDC, CDC20A
HGNC:24222	CDC20B		FLJ37927
HGNC:29487	CDC20P1	CDC20P	OTTHUMG00000020142
HGNC:1724	CDC23		APC8, ANAPC8, CUT23
HGNC:1725	CDC25A		
HGNC:1726	CDC25B		
HGNC:1727	CDC25C	CDC25	PPP1R60
HGNC:17839	CDC26	C9orf17	APC12, ANAPC12
HGNC:22770	CDC26P1	CDC26P	TCAG_1970866
HGNC:1728	CDC27	D0S1430E, D17S978E	APC3, ANAPC3, NUC2
HGNC:38091	CDC27P1		
HGNC:38092	CDC27P2		
HGNC:51754	CDC27P3		
HGNC:51753	CDC27P4		
HGNC:51755	CDC27P5		
HGNC:51756	CDC27P6		
HGNC:51757	CDC27P7		
HGNC:51758	CDC27P8		
HGNC:51759	CDC27P9		
HGNC:51760	CDC27P10		
HGNC:51761	CDC27P11		
HGNC:1734	CDC34		E2-CDC34, UBE2R1, UBC3
HGNC:1735	CDC37		P50CDC37
HGNC:17179	CDC37L1		HARC, FLJ20639, CDC37B
HGNC:49735	CDC37L1-DT	CDC37L1-AS1	
HGNC:34406	CDC37P1		A-761H5.2
HGNC:35453	CDC37P2		
HGNC:17350	CDC40		PRP17, EHB3, PRPF17, FLJ10564
HGNC:1736	CDC42		G25K, CDC42Hs
HGNC:54314	CDC42-AS1		
HGNC:41317	CDC42-IT1		
HGNC:1737	CDC42BPA		MRCKA, PK428, FLJ23347, KIAA0451, MRCK
HGNC:1738	CDC42BPB		MRCKB, KIAA1124
HGNC:29829	CDC42BPG		HSMDPKIN, MRCKgamma, DMPK2, kappa-200
HGNC:17014	CDC42EP1		MSE55, CEP1, Borg5
HGNC:16263	CDC42EP2		CEP2, BORG1
HGNC:16943	CDC42EP3		CEP3, UB1, BORG2
HGNC:49673	CDC42EP3P1		
HGNC:17147	CDC42EP4		CEP4, KAIA1777, BORG4, MGC3740, MGC17125
HGNC:17408	CDC42EP5		CEP5, Borg3
HGNC:16339	CDC42P1		bK3216D2.3
HGNC:33952	CDC42P2		
HGNC:44427	CDC42P3		
HGNC:44428	CDC42P4		
HGNC:44429	CDC42P5		
HGNC:44430	CDC42P6		
HGNC:17719	CDC42SE1		SCIP1, SPEC1
HGNC:18547	CDC42SE2		FLJ21967, SPEC2
HGNC:1739	CDC45	CDC45L2, CDC45L	
HGNC:16783	CDC73	C1orf28, HRPT2, HRPT1	parafibromin, FIHP
HGNC:16827	CDC123	C10orf7	D123
HGNC:14623	CDCA2		Repo-Man, PPP1R81
HGNC:14624	CDCA3		TOME-1, GRCC8
HGNC:14625	CDCA4		FLJ20764, Hepp
HGNC:49770	CDCA4P1		
HGNC:49771	CDCA4P2		
HGNC:49772	CDCA4P3		
HGNC:49773	CDCA4P4		
HGNC:14626	CDCA5		
HGNC:14628	CDCA7		FLJ14736, JPO1
HGNC:30777	CDCA7L		RAM2, R1, JPO2
HGNC:14629	CDCA8		FLJ12042, MESRGP, BOR, DasraB
HGNC:24357	CDCP1		CD318, SIMA135
HGNC:27297	CDCP2		
HGNC:1748	CDH1	UVO	uvomorulin, CD324
HGNC:1759	CDH2	NCAD	CDHN, CD325
HGNC:1762	CDH3		CDHP, PCAD
HGNC:1763	CDH4		
HGNC:1764	CDH5		7B4, CD144
HGNC:1765	CDH6		
HGNC:1766	CDH7		
HGNC:1767	CDH8		
HGNC:1768	CDH9		
HGNC:1749	CDH10		
HGNC:1750	CDH11		OB, CAD11
HGNC:1751	CDH12		Br-cadherin, CDHB
HGNC:37698	CDH12P1		
HGNC:1752	CDH12P2	CDH12P	C41-CAD
HGNC:37699	CDH12P3		
HGNC:37700	CDH12P4		
HGNC:1753	CDH13		CDHH
HGNC:1754	CDH15	CDH3, CDH14	
HGNC:1755	CDH16		
HGNC:1756	CDH17		HPT-1, cadherin
HGNC:1757	CDH18		CDH14, EY-CADHERIN
HGNC:53088	CDH18-AS1		
HGNC:1758	CDH19		CDH7
HGNC:1760	CDH20		CDH7L3, Cdh7
HGNC:13251	CDH22	C20orf25	dJ998H6.1
HGNC:13733	CDH23	DFNB12, USH1D	CDHR23
HGNC:31433	CDH23-AS1	C10orf106, NCRNA00223	bA327E2.3
HGNC:14265	CDH24		CDH11L
HGNC:15902	CDH26		VR20
HGNC:14550	CDHR1	PCDH21	KIAA1775, CORD15, RP65
HGNC:18231	CDHR2	PCDH24	PC-LKC, FLJ20124, FLJ20383, PCLKC
HGNC:26308	CDHR3		FLJ44366, FLJ23834, CDH28
HGNC:34527	CDHR4	CDH29	VLLR9392
HGNC:7521	CDHR5	MUCDHL, MUPCDH	FLJ20219, MU-PCDH
HGNC:26929	CDIN1	C15orf41	HH114, MGC11326, FLJ22851
HGNC:13234	CDIP1	C16orf5	CDIP, LITAFL
HGNC:1769	CDIPT		PIS1, PIS
HGNC:48609	CDIPTOSP	CDIPT-AS1	
HGNC:1722	CDK1	CDC2	CDC28A
HGNC:1771	CDK2		
HGNC:14002	CDK2AP1		DORC1, doc-1, DOC1, ST19, p12DOC-1
HGNC:30833	CDK2AP2		DOC-1R, p14
HGNC:38492	CDK2AP2P1		
HGNC:38493	CDK2AP2P2		
HGNC:38494	CDK2AP2P3		
HGNC:1772	CDK3		
HGNC:1773	CDK4		PSK-J3
HGNC:19040	CDK4P1	CDK4PS	
HGNC:1774	CDK5		PSSALRE
HGNC:21261	CDK5P1	CDK5PS	
HGNC:1775	CDK5R1		p35nck5a, Nck5a, p35
HGNC:1776	CDK5R2		p39nck5ai, P39, NCK5AI
HGNC:15880	CDK5RAP1	C20orf34	CGI-05, HSPC167, C42
HGNC:18672	CDK5RAP2	MCPH3	C48, FLJ10867, CEP215
HGNC:18673	CDK5RAP3		MST016, FLJ13660, C53, IC53, HSF-27, OK/SW-cl.114, LZAP
HGNC:1777	CDK6		PLSTIRE
HGNC:40141	CDK6-AS1		BALR-2
HGNC:1778	CDK7		CAK1, CDKN7, MO15, STK1, CAK
HGNC:18614	CDK7P1	CDK7PS	
HGNC:1779	CDK8		K35
HGNC:18995	CDK8P1	CDK8PS	
HGNC:52296	CDK8P2		
HGNC:1780	CDK9	CDC2L4	PITALRE, C-2k, TAK
HGNC:1770	CDK10		PISSLRE
HGNC:1730	CDK11A	CDC2L3, CDC2L2	PITSLRE, CDK11-p110, CDK11-p58, CDK11-p46, p58GTA
HGNC:1729	CDK11B	CDC2L1	CDK11-p110, CDK11-p58, CDK11-p46
HGNC:24224	CDK12	CRKRS	CRK7, CRKR, KIAA0904
HGNC:1733	CDK13	CDC2L5	CHED, CDC2L, KIAA1791
HGNC:8883	CDK14	PFTK1	PFTAIRE1
HGNC:14434	CDK15	ALS2CR7, PFTK2	PFTAIRE2
HGNC:8749	CDK16	PCTK1	PCTAIRE, PCTAIRE1, PCTGAIRE, FLJ16665
HGNC:8750	CDK17	PCTK2	PCTAIRE2
HGNC:8751	CDK18	PCTK3	PCTAIRE3
HGNC:19338	CDK19	CDK11, CDC2L6	KIAA1028, bA346C16.3
HGNC:21420	CDK20	CCRK	p42
HGNC:21050	CDKAL1		FLJ20342
HGNC:1781	CDKL1		KKIALRE
HGNC:1782	CDKL2		P56, KKIAMRE
HGNC:15483	CDKL3		NKIAMRE
HGNC:19287	CDKL4		
HGNC:11411	CDKL5	STK9	EIEE2, CFAP247
HGNC:1784	CDKN1A	CDKN1	P21, CIP1, WAF1, SDI1, CAP20, p21CIP1, p21Cip1/Waf1, p21
HGNC:42399	CDKN1A-AS1		p21NAT
HGNC:1785	CDKN1B		KIP1, P27KIP1
HGNC:1786	CDKN1C	BWCR, BWS	P57, KIP2
HGNC:1787	CDKN2A	CDKN2, MLM	CDK4I, p16, INK4a, MTS1, CMM2, ARF, p19, p14, INK4, p16INK4a, p19Arf, p14ARF
HGNC:23831	CDKN2A-DT	C9orf53, CDKN2A-AS1	bA149I2.3
HGNC:24325	CDKN2AIP		FLJ20036, CARF
HGNC:30545	CDKN2AIPNL		MGC13017, C2AIL
HGNC:39854	CDKN2AIPNLP1		
HGNC:39855	CDKN2AIPNLP2		
HGNC:39853	CDKN2AIPNLP3		
HGNC:1788	CDKN2B		P15, MTS2, INK4B, TP15, CDK4I, p15INK4b
HGNC:34341	CDKN2B-AS1	CDKN2BAS	ANRIL, RP11-145E5.4, NCRNA00089, p15AS, CDKN2B-AS, PCAT12
HGNC:1789	CDKN2C		INK4C, p18
HGNC:1790	CDKN2D		INK4D, p19
HGNC:1791	CDKN3		KAP, CDI1
HGNC:24913	CDNF	ARMETL1	
HGNC:1795	CDO1		
HGNC:17104	CDON		ORCAM, CDO, CDON1
HGNC:33710	CDPF1	C22orf40	LOC150383
HGNC:54763	CDPF1P1		
HGNC:1798	CDR1	CDR	CDR62A, CDR34
HGNC:48926	CDR1-AS		CDR1NAT, ciRS-7, CDR1as
HGNC:1799	CDR2		CDR62, Yo
HGNC:29999	CDR2L		HUMPPA
HGNC:14379	CDRT1	FBXW10P1	HREP, SM25H2, FBXW10B
HGNC:14381	CDRT2		
HGNC:14382	CDRT3		
HGNC:14383	CDRT4		FLJ36674
HGNC:14384	CDRT5		
HGNC:14386	CDRT7		NCRNA00025, LINC00025
HGNC:14387	CDRT8		
HGNC:14390	CDRT10		
HGNC:14391	CDRT11		
HGNC:14392	CDRT12		
HGNC:14393	CDRT13		
HGNC:14395	CDRT15		
HGNC:34075	CDRT15L2		
HGNC:33168	CDRT15P1	CDRT15P	
HGNC:34074	CDRT15P2	CDRT15L1	
HGNC:33824	CDRT15P3	C2orf27B	MGC50273
HGNC:54913	CDRT15P4		
HGNC:49813	CDRT15P5	C2orf27AP2	
HGNC:54914	CDRT15P6		
HGNC:54915	CDRT15P7		
HGNC:54916	CDRT15P8		
HGNC:54917	CDRT15P9		
HGNC:38413	CDRT15P10	C2orf27AP1	
HGNC:54918	CDRT15P11		
HGNC:54919	CDRT15P12		
HGNC:54920	CDRT15P13		
HGNC:50418	CDRT15P14	C2orf27AP3	
HGNC:1800	CDS1		
HGNC:1801	CDS2		
HGNC:1802	CDSN		D6S586E
HGNC:24576	CDT1		DUP, RIS2
HGNC:26928	CDV3		H41
HGNC:42387	CDV3P1		
HGNC:1805	CDX1		
HGNC:1806	CDX2	CDX3	
HGNC:1808	CDX4		
HGNC:1809	CDY1		CDY1A
HGNC:23920	CDY1B		
HGNC:1810	CDY2A	CDY2	
HGNC:23921	CDY2B		CDY
HGNC:23849	CDY3P		
HGNC:23872	CDY4P		
HGNC:23850	CDY5P		
HGNC:23853	CDY6P		
HGNC:23854	CDY7P		
HGNC:23855	CDY8P		
HGNC:23851	CDY9P		
HGNC:23848	CDY10P		
HGNC:23852	CDY11P		
HGNC:23856	CDY12P		
HGNC:23857	CDY13P		
HGNC:23858	CDY14P		
HGNC:23859	CDY15P		
HGNC:23860	CDY16P		
HGNC:23861	CDY17P		
HGNC:23862	CDY18P		
HGNC:23863	CDY19P		
HGNC:23864	CDY20P		
HGNC:23865	CDY21P		
HGNC:23866	CDY22P		
HGNC:23867	CDY23P		
HGNC:1811	CDYL		DKFZP586C1622, CDYL1
HGNC:40142	CDYL-AS1		
HGNC:23030	CDYL2		FLJ38866
HGNC:52805	CDYLP1		
HGNC:1814	CEACAM1	BGP	BGP1, CD66a
HGNC:1815	CEACAM3	CGM1	CD66d
HGNC:1816	CEACAM4	CGM7	
HGNC:1817	CEACAM5	CEA	CD66e
HGNC:1818	CEACAM6	NCA	CD66c
HGNC:1819	CEACAM7	CGM2	CEA
HGNC:1820	CEACAM8	CGM6	CD66b
HGNC:31948	CEACAM16		DFNA4B
HGNC:31949	CEACAM18		
HGNC:31951	CEACAM19		CEAL1
HGNC:24879	CEACAM20		UNQ9366
HGNC:28834	CEACAM21		R29124_1, FLJ13540
HGNC:38029	CEACAM22P		
HGNC:1821	CEACAMP1	CGM8	
HGNC:1824	CEACAMP2	CGM9	
HGNC:1825	CEACAMP3	CGM10, CEACAM24P	
HGNC:1826	CEACAMP4	CGM11	
HGNC:1827	CEACAMP5	CGM12	
HGNC:1828	CEACAMP6	CGM13	
HGNC:1829	CEACAMP7	CGM14	
HGNC:1830	CEACAMP8	CGM15	
HGNC:1831	CEACAMP9	CGM16	
HGNC:1822	CEACAMP10	CGM17	
HGNC:1823	CEACAMP11	CGM18	
HGNC:1833	CEBPA	CEBP	C/EBP-alpha
HGNC:25710	CEBPA-DT	CEBPA-AS1	ADINR
HGNC:1834	CEBPB	TCF5	LAP, CRP2, NFIL6, IL6DBP, C/EBP-beta
HGNC:51226	CEBPB-AS1		
HGNC:1835	CEBPD		CRP3, CELF, C/EBP-delta, NF-IL6-beta
HGNC:1836	CEBPE		CRP1
HGNC:1837	CEBPG		GPE1BP, IG/EBP-1
HGNC:24218	CEBPZ		CBF2, CTF2
HGNC:49288	CEBPZOS	CEBPZ-AS1	
HGNC:1838	CECR		
HGNC:1840	CECR2		KIAA1740
HGNC:1841	CECR3		
HGNC:1845	CECR7		SAHL1
HGNC:1847	CECR9		
HGNC:1848	CEL		BSSL, MODY8
HGNC:3308	CELA1	ELA1	
HGNC:24609	CELA2A		ELA2A
HGNC:29995	CELA2B		RP11-265F14.2, ELA2B
HGNC:15944	CELA3A	ELA3A	ELA3
HGNC:15945	CELA3B	ELA3B	CBPP
HGNC:2549	CELF1	CUGBP1	CUG-BP, hNab50, BRUNOL2, NAB50, CUGBP, NAPOR, EDEN-BP
HGNC:2550	CELF2	CUGBP2	Etr-3, NAPOR-2, BRUNOL3
HGNC:23515	CELF2-AS1	C10orf31	FLJ40494, Em:AC026887.2
HGNC:44703	CELF2-AS2		
HGNC:54157	CELF2-DT		
HGNC:11967	CELF3	TNRC4	CAGH4, BRUNOL1, ERDA4, MGC57297
HGNC:14015	CELF4	BRUNOL4	
HGNC:14058	CELF5	BRUNOL5	
HGNC:14059	CELF6	BRUNOL6	
HGNC:1849	CELP	CELL	
HGNC:1850	CELSR1		ME2, HFMI2, FMI2, CDHF9, ADGRC1
HGNC:3231	CELSR2	EGFL2	KIAA0279, MEGF3, Flamingo1, CDHF10, ADGRC2
HGNC:3230	CELSR3	EGFL1	MEGF2, HFMI1, FMI1, CDHF11, ADGRC3
HGNC:29213	CEMIP	KIAA1199	IR2155535, TMEM2L, HYBID
HGNC:11869	CEMIP2	TMEM2	
HGNC:32553	CEMP1		CP-23
HGNC:30460	CENATAC	CCDC84	DLNB14
HGNC:54215	CENATAC-DT	CCDC84-DT	
HGNC:24153	CEND1		FLJ90066, BM88
HGNC:43674	CEND1P1		
HGNC:43675	CEND1P2		
HGNC:1851	CENPA		CENP-A, CenH3
HGNC:1852	CENPB		
HGNC:28272	CENPBD1		MGC16385
HGNC:28421	CENPBD1P1		
HGNC:1854	CENPC	CENPC1	CENP-C, hcp-4, MIF2
HGNC:1855	CENPCP1	CENPC, CENPC2, CENPC1P1	
HGNC:1856	CENPE		KIF10, PPP1R61
HGNC:1857	CENPF		hcp-1
HGNC:17268	CENPH		
HGNC:3968	CENPI	FSHPRH1	LRPR1, CENP-I, Mis6
HGNC:39575	CENPIP1		
HGNC:17272	CENPJ	MCPH6	CPAP, BM032, LAP, LIP1, Sas-4, SASS4, SCKL4
HGNC:29479	CENPK		FKSG14, SOLT, CENP-K
HGNC:17879	CENPL	C1orf155	dJ383J4.3, FLJ31044
HGNC:18352	CENPM	C22orf18	Pane1, CENP-M, MGC861
HGNC:30873	CENPN	C16orf60	FLJ13607, FLJ22660, BM039
HGNC:55106	CENPN-AS1		
HGNC:54592	CENPNP1		
HGNC:54593	CENPNP2		
HGNC:28152	CENPO		MGC11266, CENP-O
HGNC:32933	CENPP		RP11-19J3.3, CENP-P
HGNC:21347	CENPQ	C6orf139	FLJ10545, CENP-Q
HGNC:23163	CENPS	APITD1, MHF1	CENP-S, FAAP16
HGNC:38843	CENPS-CORT	APITD1-CORT	
HGNC:25787	CENPT	C16orf56	FLJ13111, CENP-T
HGNC:21348	CENPU	MLF1IP	CENP-U, KLIP1, CENP-50, PBIP1
HGNC:49889	CENPUP1		
HGNC:49890	CENPUP2		
HGNC:29920	CENPV	PRR6	p30, CENP-V
HGNC:31851	CENPVL1	CENPVP1	PRR6L1
HGNC:43879	CENPVL2	CENPVP2	
HGNC:43880	CENPVL3	CENPVP3	
HGNC:21488	CENPW	C6orf173	CUG2
HGNC:11422	CENPX	STRA13, MHF2	MGC14480, FAAP10, CENP-X
HGNC:28209	CEP19	C3orf34	MGC14126
HGNC:54796	CEP19P1		
HGNC:26435	CEP20	C16orf63, FOPNL	DKFZp686N1651, FLJ31153, PHSECRG2, FOR20
HGNC:12370	CEP41	TSGA14	DKFZp762H1311, FLJ22445, JBTS15
HGNC:17012	CEP43	FGFR1OP	FOP
HGNC:29356	CEP44	KIAA1712	
HGNC:1161	CEP55	C10orf3	FLJ10540, CT111
HGNC:30794	CEP57		Translokin, TSP57, KIAA0092
HGNC:21561	CEP57L1	C6orf182	bA487F23.2, MGC21731
HGNC:23521	CEP57L1P1	C10orf37, C6orf182P	
HGNC:25815	CEP63		FLJ13386
HGNC:29076	CEP68	KIAA0582	
HGNC:29972	CEP70		BITE, FLJ13036
HGNC:25547	CEP72		KIAA1519, FLJ10565
HGNC:25727	CEP76	C18orf9	HsT1705, FLJ12542
HGNC:25740	CEP78	C9orf81	FLJ12643
HGNC:17966	CEP83	CCDC41	NY-REN-58, NPHP18
HGNC:27055	CEP83-DT	CCDC41-AS1, CEP83-AS1	
HGNC:25309	CEP85	CCDC21	DKFZP434L0117
HGNC:21638	CEP85L	C6orf204	NY-BR-15, bA57K17.2
HGNC:25907	CEP89	CCDC123	FLJ14640
HGNC:25141	CEP95	CCDC45	DKFZp667E1824
HGNC:26244	CEP97	LRRIQ2	FLJ23047
HGNC:24866	CEP104	KIAA0562	GlyBP, RP1-286D6.4, CFAP256, ROC22, JBTS25
